utterance,category,intent
tell me where to check my deliveries,ORDER,track_order
"I have a question, can you speak with Client Service?",CONTACT,contact_customer_service
I don't like the service and I want to submit a consumer complaint,FEEDBACK,complaint
"i have no profile, can u help me?",ACCOUNT,create_account
can you tell me if there is any person available?,CONTACT,contact_human_agent
"could you tell me if i can create more than one profile with a single email, please?",ACCOUNT,create_account
I need help making a consumer complaint,FEEDBACK,complaint
can you tell me about the ticket delivery options?,DELIVERY,delivery_options
tell me how to  modify my purchase,ORDER,change_order
"I can't understand you, what should I do to speak with a person?",CONTACT,contact_human_agent
"ive got no account, can u open one?",ACCOUNT,create_account
where can I track my delivery?,ORDER,track_order
I need help contacting Client Service,CONTACT,contact_customer_service
can you tell me if my refund has been  processed?,REFUNDS,track_refund
"I gt an error message when I tried to pay, but my card was charged anyway, inform of it",PAYMENT,payment_issue
can you show me the email to contact Client Service?,CONTACT,contact_customer_service
the show was postponed and I want to get a refund,REFUNDS,get_refund
"I bought an item, what do i have to do to change my order?",ORDER,change_order
"I have an issue when trying to pay, help me report it",PAYMENT,payment_issue
"I need an account , what can I do to create one?",ACCOUNT,create_account
"I've got no account, how do I open one?",ACCOUNT,create_account
"I need information, what should I do to contact Customer Support?",CONTACT,contact_customer_service
can u show me information about the email to contact Customer Support?,CONTACT,contact_customer_service
"can you ask Alexa torequest an reimbursement, please?",REFUNDS,get_refund
"I want to get an invoice, tell me where to do it",INVOICES,get_invoice
"the game was cancelled, help me obtain a refund",REFUNDS,get_refund
I want to know if I can register two online accounts with the same email address,ACCOUNT,create_account
"I want to change my order, tell me where to do it",ORDER,change_order
i want to know what the number to contact Customer Service is,CONTACT,contact_customer_service
"i need a user account, can i create one?",ACCOUNT,create_account
can I have several profiles?,ACCOUNT,create_account
can you tell me about your reimbursement policy?,REFUNDS,check_refund_policy
tel me if I acn pay with card,PAYMENT,check_payment_methods
I'm having an issue when trying to create an account,ACCOUNT,registration_problems
can you tell me where I can track my orders?,ORDER,track_order
"you aren't helping, what can I do to talk to a human agent?",CONTACT,contact_human_agent
I lost my account password and I want to reset it,ACCOUNT,recover_password
i want to remove my online account,ACCOUNT,delete_account
I'm having a problem signing up,ACCOUNT,registration_problems
"you're not helping, how can I talk to a human?",CONTACT,contact_human_agent
"I've got no online account, can you create one?",ACCOUNT,create_account
"could u ask alexa where to inform of a problem making a payment, please?",PAYMENT,payment_issue
i want to update my shipping address,SHIPPING,change_shipping_address
you're not helping and I want to contact a human,CONTACT,contact_human_agent
"I want to view the cancellation fee, what should I do?",CANCELLATION_FEE,check_cancellation_fee
I want to know if I can create several online accounts with a single email,ACCOUNT,create_account
can I register two online accounts with a single email address?,ACCOUNT,create_account
help me recover my account password,ACCOUNT,recover_password
"ask alexa where i could check my fucking bills, please",INVOICES,check_invoices
"I have an issue when trying to pay for my online order, can you report it?",PAYMENT,payment_issue
can you ask alexa to check my package?,ORDER,track_order
"my user account was hacked, can I get it back?",ACCOUNT,recover_password
ask alexa where to see their money back policy,REFUNDS,check_refund_policy
"please, could u ask alexa where to notify payment problems?",PAYMENT,payment_issue
can you show me the free phone number to contact Client Service?,CONTACT,contact_customer_service
"the game was postponed, how do I request a refund?",REFUNDS,get_refund
"ask Alexa what the free phone number to contact Customer Service is, please",CONTACT,contact_customer_service
can u ask alexa how i can switch to another profile?,ACCOUNT,switch_account
I want information about modifying my purchase,ORDER,change_order
I want to know the status of my reimbursement and I want to track it,REFUNDS,track_refund
"I bought something, what do I have to do to change my order?",ORDER,change_order
"I have an issue when trying to make an payment with card, what should I do to inform of it?",PAYMENT,payment_issue
"i lost my account password, can u recover it?",ACCOUNT,recover_password
"I'm happy with the service, how can I file a review?",FEEDBACK,review
"I'm discontent with the servbice, what do I have to do to make a complaint?",FEEDBACK,complaint
"i got an error message when i tried to pay, but i was charged anyway, i need help informing of it",PAYMENT,payment_issue
"I want to edit my profile, how can I do iy ?",ACCOUNT,edit_account
"I have a problem paying, what should I do?",PAYMENT,payment_issue
"please, could you tell me when my ticket is gonna arrive?",DELIVERY,delivery_period
"I got an error message when I tried to pay, but I was charged anyway, what can I do?",PAYMENT,payment_issue
"can you ask Alexa how to report issues paying, please?",PAYMENT,payment_issue
"you aren't helping, what do I have to do to speak with a human agent ?",CONTACT,contact_human_agent
ask alexa how i can report issues making a payment,PAYMENT,payment_issue
I lost my invoices and I want to see them,INVOICES,check_invoices
"I have no account, what should I do to register?",ACCOUNT,create_account
where do i check the status of my refund?,REFUNDS,track_refund
check my invoice,INVOICES,check_invoices
"I don't understand you, can you talk to a human agent?",CONTACT,contact_human_agent
I had regiwtration problems,ACCOUNT,registration_problems
I can't remember my password and I'd like to retrieve it,ACCOUNT,recover_password
show me the mail address of customer service,CONTACT,contact_customer_service
"I can't remember my account password, what should I do to reset it?",ACCOUNT,recover_password
I wsnt to know f I can create more than one fucking account with a single email,ACCOUNT,create_account
"I can't find my bills, how do I check them?",INVOICES,check_invoices
ask alexa how to inform of payment problems,PAYMENT,payment_issue
can you tell me ohw long do refunds take ?,REFUNDS,check_refund_policy
can u ask alexa how i can delete my user account?,ACCOUNT,delete_account
"my profile's been hacked, what should I do to get it back?",ACCOUNT,recover_password
"an error message pops when I try to make a payment , what should I do?",PAYMENT,payment_issue
"I lost my password, can you help me?",ACCOUNT,recover_password
I have a problem when trying to pay,PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, can you notify it, please?",PAYMENT,payment_issue
i wanna know how I could request an invoice,INVOICES,get_invoice
can u ask alexa where I can get an invoice?,INVOICES,get_invoice
how can I track my reimbursement?,REFUNDS,track_refund
the event was cancelled and i want to request a reimbursement,REFUNDS,get_refund
how can I send an email to Customer Service?,CONTACT,contact_customer_service
how to make changes to my profile,ACCOUNT,edit_account
"I'm not happy with the service, I need help making a consumer complaint",FEEDBACK,complaint
can you tell me if I can create more than one account with a single email?,ACCOUNT,create_account
I want to know if my order is on its way,ORDER,track_order
I eed help obtaining a refund,REFUNDS,get_refund
can u ask alexa how I can get an invoice?,INVOICES,get_invoice
"I can't find my bills , I need help viewing them",INVOICES,check_invoices
"I have a problem when trying to pay for my online order, can I report it?",PAYMENT,payment_issue
i didn't receive my bill and i want to view it,INVOICES,check_invoices
the game was cancelled and I want to obtain a refund,REFUNDS,get_refund
where do I make a consumer complaint?,FEEDBACK,complaint
can u ask alexa what the email address of the Customer Support?,CONTACT,contact_customer_service
"I've got no user account, can you create one?",ACCOUNT,create_account
what can you tell me about requesting some bills?,INVOICES,get_invoice
"i want to change my purchase, can you show me some information?",ORDER,change_order
"Id like to check my order, can you tell me where to do it?",ORDER,track_order
"ask alexa where to report issues paying, please",PAYMENT,payment_issue
"I want to view your money back guarantee, what can I do?",REFUNDS,check_refund_policy
"I don't understand you, how do I contact a human ?",CONTACT,contact_human_agent
i want ot know where to check my order,ORDER,track_order
"ask Alexa how I could report an issue with my payment, please",PAYMENT,payment_issue
i changed my mind and i want to delete my profile,ACCOUNT,delete_account
can you tell me where I can obtain an invoice?,INVOICES,get_invoice
where to track my refund,REFUNDS,track_refund
"I got an error message when I tried to make a payment, but my card was charged anyway, I need help reporting it",PAYMENT,payment_issue
"I have a problem paying for my online order, what do I have to do to report it?",PAYMENT,payment_issue
help me write a review for a service,FEEDBACK,review
help me notify problems paying,PAYMENT,payment_issue
"my online account has been hacked, what should i do to get it back?",ACCOUNT,recover_password
"I odn't like the service, how can Isubmit a complaint?",FEEDBACK,complaint
I want to see themail address of Customer Support,CONTACT,contact_customer_service
"I have an issue paying with card, can you report it?",PAYMENT,payment_issue
how do i remove my user account?,ACCOUNT,delete_account
how do i request a refund?,REFUNDS,get_refund
"ask Alexa if I can solve problems with my payment, please",PAYMENT,payment_issue
can u ask alexa how i can contact customer service?,CONTACT,contact_customer_service
"i wanna close my online account, how could i do it?",ACCOUNT,delete_account
where can i check my invoices?,INVOICES,check_invoices
"I want to check my order, can you tell me how to do it?",ORDER,track_order
I purchased something and I wanna change my order,ORDER,change_order
tell me how to check my shipments,ORDER,track_order
I want to know if I can check my packages,ORDER,track_order
"I want to view the status of my refund, what do I have to do?",REFUNDS,track_refund
how can i inform of payment problems?,PAYMENT,payment_issue
"the concert was postponed, what should i do to obtain a refund?",REFUNDS,get_refund
where do i file a complaint?,FEEDBACK,complaint
"my profile was hacked, help me recover it",ACCOUNT,recover_password
"please, i want to know if there is a newsletter I could receive",NEWSLETTER,newsletter_subscription
"I have an issue when trying to pay with card, can I report it?",PAYMENT,payment_issue
"I have a question, how can I call Customer Support?",CONTACT,contact_customer_service
can I register more than one user account with a single email address?,ACCOUNT,create_account
how do I inform of a payment problem?,PAYMENT,payment_issue
"I would like information, can I talk to Customer Support?",CONTACT,contact_customer_service
can I view the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
how to obtainsome bills,INVOICES,get_invoice
can u ask alexa where i could file a fucking complaint?,FEEDBACK,complaint
"im not haappy with the service, file a consumer complaint, please",FEEDBACK,complaint
"i dont understand you, i need help talking to a person",CONTACT,contact_human_agent
"I can't understand you , I need help speaking with a human",CONTACT,contact_human_agent
"I bought a product, how can I change my purchase?",ORDER,change_order
can u check the options for delivery?,DELIVERY,delivery_options
i want to call client service,CONTACT,contact_customer_service
I want to know what the email of Customer Support is,CONTACT,contact_customer_service
"please, can you ask Alexa if I could reset my fucking account password?",ACCOUNT,recover_password
what's the status of my purchase?,ORDER,track_order
"I don't like the service, can you lodge a complaint?",FEEDBACK,complaint
can I check my deilveries?,ORDER,track_order
"you're not helping, can I speak with a human?",CONTACT,contact_human_agent
"i cant understand you, can u contact a person?",CONTACT,contact_human_agent
"I lost my bills , help me check them",INVOICES,check_invoices
"I have a question, how do I talk to Customer Service?",CONTACT,contact_customer_service
"I have an issue when trying to make a payment with card, how do I report it?",PAYMENT,payment_issue
"I want to obtain some bills, can you give me some information?",INVOICES,get_invoice
can you tell me the nbumber of client service?,CONTACT,contact_customer_service
"could you ask Alexa how I could view their fucking money back guarantee, please?",REFUNDS,check_refund_policy
"I have a problem paying, I need help notifying it",PAYMENT,payment_issue
"i dont want my user account and i wanna close it, please",ACCOUNT,delete_account
how to see the options for delivery,DELIVERY,delivery_options
"I want information, I need help calling Client Service",CONTACT,contact_customer_service
"I've got no fucking user account, can you open one?",ACCOUNT,create_account
"I can't find my invoices, how do I check them?",INVOICES,check_invoices
"I need information, how do I speak with Customer Support?",CONTACT,contact_customer_service
I need help solving problems paying,PAYMENT,payment_issue
can you show me the number of Client Service?,CONTACT,contact_customer_service
"you aren't helpinmg, can I talk to a human?",CONTACT,contact_human_agent
"I have an issue paying, how can I inform of it?",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but my card was charged anyway and i want to notify it, please",PAYMENT,payment_issue
"could you ask Alexa how I could report issues making a payment, please?",PAYMENT,payment_issue
"the concert was cancelled, how do I get a reimbursement?",REFUNDS,get_refund
was my refund prlcessed?,REFUNDS,track_refund
"my account's been hacked, can i recover it?",ACCOUNT,recover_password
"I don't want my online account, can you cancel it?",ACCOUNT,delete_account
can u ask alexa to report an issue paying?,PAYMENT,payment_issue
"I want to check my package, tell me where to do it",ORDER,track_order
you arent helping and i want to speak with a human agent,CONTACT,contact_human_agent
"I have a problem when trying to pay for my online order, I need help notifying it",PAYMENT,payment_issue
"i ordered an item, what do i have to do to change my purchase?",ORDER,change_order
"my profile's been hacked, can you recover it?",ACCOUNT,recover_password
"I want a profile, can you create one?",ACCOUNT,create_account
I need help seeing your money back guarantee,REFUNDS,check_refund_policy
I want a profile and I want to create one,ACCOUNT,create_account
"i wanna inform of a issue making a payment, can u help me?",PAYMENT,payment_issue
"I've got no online account, what should I do to create one?",ACCOUNT,create_account
I want to check the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
can u find information about the mail address of the Customer Support?,CONTACT,contact_customer_service
I fonud an issue signing up,ACCOUNT,registration_problems
tell me if I can modify my order,ORDER,change_order
"I want information, whatdo I have to do to speak with Customer Support?",CONTACT,contact_customer_service
"I'm happy with the service, lodge a review",FEEDBACK,review
"you arent helping, what can i do to talk to someone?",CONTACT,contact_human_agent
"could you ask alexa how I can change my purchase, please?",ORDER,change_order
"I have no shipping address, what can I do to set one up?",SHIPPING,set_up_shipping_address
"I got an error message when I tried to pay, but my card was charged anyway, can you report it?",PAYMENT,payment_issue
"i have a problem paying, what do i have to do to inform of it?",PAYMENT,payment_issue
is there any person available?,CONTACT,contact_human_agent
I wanna know if my package is out for delivery,ORDER,track_order
"I have a problem when trying to pay for my order, how do I report it?",PAYMENT,payment_issue
"I don't have an account, help me create one",ACCOUNT,create_account
how can I edit the information on my profile?,ACCOUNT,edit_account
where can i see my bills?,INVOICES,check_invoices
ask Alexa if i can check my delivery,ORDER,track_order
"I want to use my other online account, how do I change them?",ACCOUNT,switch_account
"id like to file a consumer complaint for a service, what do i have to do?",FEEDBACK,complaint
acn you download a bill?,INVOICES,get_invoice
"I need information, I need help sending an email to Client Service",CONTACT,contact_customer_service
I have a problem when trying to pay for my order and I want to inform of it,PAYMENT,payment_issue
I want to knowsomething about seeing an invoice,INVOICES,get_invoice
"I lost my bill, ohw do I check it?",INVOICES,check_invoices
"the concert was postponed, request a reimbursement",REFUNDS,get_refund
"I got an error message when I tried to pay, but I was charged anyway, could you notify it, please?",PAYMENT,payment_issue
"I got an error message when I attempted to pay, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
I want information about the mail of the Customer Support,CONTACT,contact_customer_service
"the concert was postponed, can you help me?",REFUNDS,get_refund
i have an issue paying for my order and i wanna report it,PAYMENT,payment_issue
can you speak with a human agent?,CONTACT,contact_human_agent
where do I check my shipment?,ORDER,track_order
ask alexa how to report fucking problems paying,PAYMENT,payment_issue
"I have a question, can I speak with Customer Support?",CONTACT,contact_customer_service
could u ask alexa how I can see some invoices?,INVOICES,get_invoice
"could u ask Alexa where to track my shipments, please?",ORDER,track_order
can you tell me if you have a newsletter I can receive ?,NEWSLETTER,newsletter_subscription
how do I check your refund policy?,REFUNDS,check_refund_policy
how can I speak with a human agent?,CONTACT,contact_human_agent
"the show was postponed, can I request a reimbursement?",REFUNDS,get_refund
"I have a question, what should I do to call Customer Service?",CONTACT,contact_customer_service
how do I notify issues making a payment?,PAYMENT,payment_issue
"i have no user account, what should i do to create one?",ACCOUNT,create_account
can I create an account?,ACCOUNT,create_account
can you tell me if I can create several online accounts with an single email?,ACCOUNT,create_account
"I got an error when I attempted to pay, but my card was charged anyway and I want to inform of it, please",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, what can I do to inform of it?",PAYMENT,payment_issue
i need information about my bill,INVOICES,check_invoices
"I got an error message when I tried to make a payment, but my card was charged anyway, notify it",PAYMENT,payment_issue
I've got no profile,ACCOUNT,create_account
"I need information, help me talk to Customer Support",CONTACT,contact_customer_service
can you tell me how I can request some bills ?,INVOICES,get_invoice
"I forgot my password, retrieve it",ACCOUNT,recover_password
i want to know what the number of Customer Service is,CONTACT,contact_customer_service
"you arent helping, what do i have to do to speak with someone?",CONTACT,contact_human_agent
"I didn't receive my invoice, can I see it?",INVOICES,check_invoices
"i got an error when i attempted to make a payment, but i was charged anyway, help me notify it",PAYMENT,payment_issue
"I need information, I need help contacting Customer Service",CONTACT,contact_customer_service
"i have an issue paying, can u inform of it?",PAYMENT,payment_issue
can u ask alexa where to inform of problems making a payment?,PAYMENT,payment_issue
"I need information, contact Client Service",CONTACT,contact_customer_service
"I want to delete my user account, where can I do it?",ACCOUNT,delete_account
how long does it take for a ticket to arrive?,DELIVERY,delivery_period
where do I check the options for ticket delivery?,DELIVERY,delivery_options
"you arent helping, help me contact a human agent",CONTACT,contact_human_agent
where do I see my bill?,INVOICES,check_invoices
"I can't remember my password, what do I have to do to recover it?",ACCOUNT,recover_password
"I need information, can you send an email to Customer Service?",CONTACT,contact_customer_service
"i want to get some bills, tell me how I can do it",INVOICES,get_invoice
"i wanna notify a problem with my payment, what can i do?",PAYMENT,payment_issue
"I have a question, how do I contact Customer Support?",CONTACT,contact_customer_service
"I didn't receive my bills, what can I do to see them?",INVOICES,check_invoices
the event was cancelled and II want to request a reimbursement,REFUNDS,get_refund
"ask alexa how to recover my account password, please",ACCOUNT,recover_password
"you aren't helping, can you contact a human agent?",CONTACT,contact_human_agent
wherecan i inform of fucking problems making an payment?,PAYMENT,payment_issue
I do not understand you and I'd like to contact a person,CONTACT,contact_human_agent
can i file a ocmplaint for a service?,FEEDBACK,complaint
"the show was postponed, how can I request a refund?",REFUNDS,get_refund
how to view your payment methods,PAYMENT,check_payment_methods
"I got an error when I attempted to make a payment, but my card was charged anyway, what can I do?",PAYMENT,payment_issue
"I ordered an item, help me modify my purchase",ORDER,change_order
"I can't understand you, how can I speak with a human?",CONTACT,contact_human_agent
"I need information, I need help calling Client Service",CONTACT,contact_customer_service
could u ask alexa if i could see their reimbursemenmt policy?,REFUNDS,check_refund_policy
the game was cancelled and i want to get a reimbursement,REFUNDS,get_refund
tell me if I can download some invoices,INVOICES,get_invoice
can you tell me the mail of the Customer Service?,CONTACT,contact_customer_service
how can I inform of a payment problem?,PAYMENT,payment_issue
"I've got no user account, what can I do to open one?",ACCOUNT,create_account
is it possible to obtain some bills ?,INVOICES,get_invoice
"I've got no online account, what do I have to do to open one?",ACCOUNT,create_account
"I want to use my other profile, can you switch them?",ACCOUNT,switch_account
can you tell me if I can own several profiles?,ACCOUNT,create_account
can you send me an invoice?,INVOICES,get_invoice
could you ask Alexa where I can request a fucking bill?,INVOICES,get_invoice
"i need help receiving a refund, please",REFUNDS,get_refund
"I don't understand you, can you speak with someone?",CONTACT,contact_human_agent
where do I see my bills?,INVOICES,check_invoices
I want to inform of issues paying,PAYMENT,payment_issue
"I want to register, what do I have to do?",ACCOUNT,create_account
"i made a  mistake, can you ask Alexa to change my order?",ORDER,change_order
show me the hours of Customer Service,CONTACT,contact_customer_service
"an error pops when i try to pay for my online order, what should i do?",PAYMENT,payment_issue
"you arent helping and i want to contact a human agent, please",CONTACT,contact_human_agent
"i lost my invoice, show it",INVOICES,check_invoices
"the concert was postponed, can I get a reimbursement?",REFUNDS,get_refund
I purchased a product and i want to change my order,ORDER,change_order
show me the free number to contact Customer Support,CONTACT,contact_customer_service
im not happy with the service and id like to lodge a consumer complaint,FEEDBACK,complaint
I get an error when I try to make a payment for my order,PAYMENT,payment_issue
cam u ask alexa if i can see their money back guarantee?,REFUNDS,check_refund_policy
tell me if my order is out for delivery,ORDER,track_order
"could u ask alexa if i can request some bills, please?",INVOICES,get_invoice
"please, can you tell me if I can create several profiles with the same email address?",ACCOUNT,create_account
"I want to solve an issue paying, what can I do?",PAYMENT,payment_issue
"I lost my invoices, view them",INVOICES,check_invoices
"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do to report it?",PAYMENT,payment_issue
"I'm  discontent with the service, how do I file a complaint?",FEEDBACK,complaint
where can I download a bill?,INVOICES,get_invoice
"i have a problem making a payment, can u help me?",PAYMENT,payment_issue
"ask alexa if i could inform of payment problems, please",PAYMENT,payment_issue
can you tell me where to track my delivery?,ORDER,track_order
"I got an error when I attempted to pay, but I was charged anyway",PAYMENT,payment_issue
"i want an account, what should i do to open one?",ACCOUNT,create_account
"I want to obtain some bills, can you tell me how to do it?",INVOICES,get_invoice
"i want to obtain a refund, what do i have to do?",REFUNDS,get_refund
I can't make a payment,PAYMENT,payment_issue
can you show me the amil address to contact Client Service?,CONTACT,contact_customer_service
"someone stole my password, how can i reset it?",ACCOUNT,recover_password
"could you ask Alexa how I can inform of fucking issues paying, please?",PAYMENT,payment_issue
"i want to see some invoices, can you give me some information?",INVOICES,get_invoice
"could u ask alexa how i can contact fucking customer service , please?",CONTACT,contact_customer_service
can i vfiew your money back policy?,REFUNDS,check_refund_policy
"the show was postponed, can you help em?",REFUNDS,get_refund
"I changed my mind, help me cancel my profile",ACCOUNT,delete_account
"I want to file an opinion for a service, can you help me?",FEEDBACK,review
"ask Alexa to change to another fucking user account, please",ACCOUNT,switch_account
where to view your money back guarantee,REFUNDS,check_refund_policy
help me see the options for ticket delivery,DELIVERY,delivery_options
"I forgot my password, how can I retrieve it?",ACCOUNT,recover_password
"i purchased an item, what do I have to do to modify my purchase?",ORDER,change_order
ask alexa where i can inform of a problem making a payment,PAYMENT,payment_issue
"I changed my mind, what do I have to do to remove my profile?",ACCOUNT,delete_account
I found problems while creating a profile,ACCOUNT,registration_problems
can you tell me if you have a newsletter I can subscribe to?,NEWSLETTER,newsletter_subscription
"i wanna download an invoice, tell me where to do it",INVOICES,get_invoice
"I want to track my fucking shipments, can you tell me how I can do it?",ORDER,track_order
I want to know what the mail address to contact Client Service is,CONTACT,contact_customer_service
I wanna get information about getting some bills,INVOICES,get_invoice
i want to know how to change my purchase,ORDER,change_order
"an error message pops when I attempt to pay, what can I do?",PAYMENT,payment_issue
"I want to check my order, tell me where I can do it",ORDER,track_order
can u ask alexa about the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
"can youj ask Alexa to show me my invoices, please ?",INVOICES,check_invoices
"I've got no user account, help me create one",ACCOUNT,create_account
i want an online account and i want to open one,ACCOUNT,create_account
"I want to view my invoices, what can I do?",INVOICES,check_invoices
"please, can u ask alexa to find information about their payment methods?",PAYMENT,check_payment_methods
"I can't  understand you, speak with a person",CONTACT,contact_human_agent
"the game was cancelled, obtain a reimbursement",REFUNDS,get_refund
"I need information, talk to Client Service",CONTACT,contact_customer_service
can you show me the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
"you aren't helping, can you speak with a human?",CONTACT,contact_human_agent
tell me if I can create two user accounts with a single email,ACCOUNT,create_account
"i can't find my fucking bills, help me check them",INVOICES,check_invoices
"I have an issue when trying to make a payment, what do I have to do to inform of it?",PAYMENT,payment_issue
"i ordered an item, how can I change my order?",ORDER,change_order
"I lost my bills, can you show them?",INVOICES,check_invoices
"I ordered something, can I modify my purchase?",ORDER,change_order
"i cant understand you, how do i talk to a human agent?",CONTACT,contact_human_agent
the show was postponed and i want to get a refund,REFUNDS,get_refund
"the event was postponed, what should I do?",REFUNDS,get_refund
"I have a question, I need helo sending an email to Customer Support",CONTACT,contact_customer_service
"I don't like the service, how do I submit a complaint?",FEEDBACK,complaint
I want to know something about obtaining some bills,INVOICES,get_invoice
"please, can u ask Alexa if I can change my purchase?",ORDER,change_order
can you tell me if I can request some invoices?,INVOICES,get_invoice
I want to know if I can download a bill,INVOICES,get_invoice
"i dont want my user account, can u close it?",ACCOUNT,delete_account
"i have an issue when trying to pay for my order, what should i do to report it?",PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but my card was charged anyway",PAYMENT,payment_issue
can you tell me if I can register more than one account with the same mail?,ACCOUNT,create_account
ask alexa how i can inform of issues paying,PAYMENT,payment_issue
can you show me the mail address of Client Service?,CONTACT,contact_customer_service
"the show was postponed, can i obtain a refund?",REFUNDS,get_refund
"an error message pops when I try to make a payment, can you help me?",PAYMENT,payment_issue
how to track my refund,REFUNDS,track_refund
"I need information, how can I call Customer Support?",CONTACT,contact_customer_service
where could I view the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
I need help obtaining  an invoice,INVOICES,get_invoice
can you check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
I wanna know how to see some invoices,INVOICES,get_invoice
"I forgot my account password, could you reset it, please?",ACCOUNT,recover_password
"I get an error when I try to pay, what can I do?",PAYMENT,payment_issue
"the payment wont go through, what can i do?",PAYMENT,payment_issue
"I purchased a product, what do I have to do to modify my order?",ORDER,change_order
I want to know where I cfan request an invoice,INVOICES,get_invoice
I want to know what the email address of the Customer Support is,CONTACT,contact_customer_service
"i got an error when i attempted to make a payment, but i was charged anyway and i wanna report it",PAYMENT,payment_issue
"I want to see a bill, can you show me some information?",INVOICES,get_invoice
"i want to modify my shipping address, what should i do?",SHIPPING,change_shipping_address
show me the phone number to contact customer service,CONTACT,contact_customer_service
u are not helping and i want to speak with a person,CONTACT,contact_human_agent
"I want to check the cancellation fee, what can I do?",CANCELLATION_FEE,check_cancellation_fee
"please, could u ask alexa to solve a fucking issue with my payment?",PAYMENT,payment_issue
"I'd like a fucking online account, what can I do to open one?",ACCOUNT,create_account
"i wanna make a complaint, what do i have to do?",FEEDBACK,complaint
where can I inform of problems making a payment?,PAYMENT,payment_issue
"please, could u ask alexa how to leave a review for a service?",FEEDBACK,review
can u ask alexa how i can view their money back guarantee?,REFUNDS,check_refund_policy
information about the mail of the Customer Support,CONTACT,contact_customer_service
ask alexa where to view my invoices,INVOICES,check_invoices
"I can't understand you, what should I do to speak with someone?",CONTACT,contact_human_agent
"I don't understand you , contact someone",CONTACT,contact_human_agent
"an error message pops when I try to make a payment for my online order, what do I have to do?",PAYMENT,payment_issue
"i lost my password, help me recover it",ACCOUNT,recover_password
I have a question and I want to contact Customer Support,CONTACT,contact_customer_service
"i lost my password, can u reset it?",ACCOUNT,recover_password
"I can't find my bill, check it",INVOICES,check_invoices
"ask Alexa how I can notify an issue making a payment, please",PAYMENT,payment_issue
"I don't have an account, register",ACCOUNT,create_account
i get an error when i attempt to make a payment with card,PAYMENT,payment_issue
"the event was cancelled , what can I do to get a refund?",REFUNDS,get_refund
"I want to know the status of my reimburseent, what can I do to track it?",REFUNDS,track_refund
the event was postponed and I want to get a reimbursemenmt,REFUNDS,get_refund
can you tell me if I can register two profiles with the same email address?,ACCOUNT,create_account
where do I receive a reimbursement?,REFUNDS,get_refund
"I lost my invoice, how can I see it?",INVOICES,check_invoices
"I want to retrieve my password, can you help me?",ACCOUNT,recover_password
"I want to track my shipments, tell me how to do it",ORDER,track_order
can i solve a problem making a payment?,PAYMENT,payment_issue
I have a problem making a payment with card and I want to notify it,PAYMENT,payment_issue
"I need an online account, how can I open one?",ACCOUNT,create_account
"I can't remember my account password, what should I do to recover it?",ACCOUNT,recover_password
I want to see the status of my reimbursement,REFUNDS,track_refund
check the delivery options,DELIVERY,delivery_options
how to modify my purchase,ORDER,change_order
help me see a bill,INVOICES,get_invoice
how can I speak with Customer Servbice?,CONTACT,contact_customer_service
can I register several fucking user accounts with the same email?,ACCOUNT,create_account
could u ask alexa how to see my invoices?,INVOICES,check_invoices
"I forgot my account password, help me recover it",ACCOUNT,recover_password
"i have an issue when trying to pay for my order, what can i do?",PAYMENT,payment_issue
I want to know where to change my order,ORDER,change_order
"could you show me information about my fucking bill, please?",INVOICES,check_invoices
"i have a question, what can i do to speak with client service ?",CONTACT,contact_customer_service
can you find information about the status of my reimbursement?,REFUNDS,track_refund
how do I see the options for delivery?,DELIVERY,delivery_options
can you tell me the fucking free number of Client Service?,CONTACT,contact_customer_service
can u ask alexa what the mail of customer service is?,CONTACT,contact_customer_service
can you see some invoices?,INVOICES,get_invoice
I want information and I want to contact Client Service,CONTACT,contact_customer_service
"please, could you ask Alexa how I colud talk to fucking Customer Support?",CONTACT,contact_customer_service
a error pops when I try to pay for my order,PAYMENT,payment_issue
my online account was hacked and I want tyo get it back,ACCOUNT,recover_password
my online account's been hacked and I want to get it back,ACCOUNT,recover_password
where could I inform of issues with my payment?,PAYMENT,payment_issue
"I have a problem paying for my online order, notify it",PAYMENT,payment_issue
where to see my invoice,INVOICES,check_invoices
how do I lodge n consumer complaint?,FEEDBACK,complaint
can u ask alexa how to cancel my profile?,ACCOUNT,delete_account
how to inform of payment problems,PAYMENT,payment_issue
"I want to download an invoice, can you tell me how to do it?",INVOICES,get_invoice
can you tell me the mail address to contact Client Service?,CONTACT,contact_customer_service
"I can't find my bill, help me check it, please",INVOICES,check_invoices
"I don't know anything about your refund policy, can you tell me about it?",REFUNDS,check_refund_policy
can you tell me what the phone number of client service is?,CONTACT,contact_customer_service
I want to change to another account,ACCOUNT,switch_account
how can I leave a comment for  a service?,FEEDBACK,review
